"Note","Course","Module","Clip","Time in Clip","URL"
"Copying and Writing to ZIP File:\n\n- Note: if you want to be at the root of the file, add a ""/"" to the front of your pathname\n\n    private static void copyToZip(FileSystem zipFs) throws IOException {\n        Path sourceFile = Paths.get(""file1.txt"");\n        //Path sourceFile = FileSystems.getDefault().getPath(""file1.txt"");\n        Path destFile = zipFs.getPath(""/file1Copied.txt"");\n\n        Files.copy(sourceFile, destFile, StandardCopyOption.REPLACE_EXISTING);\n    }\n\n    private static void writeToFileInZip1(FileSystem zipFs, String[] data) throws IOException {\n        try(BufferedWriter writer = Files.newBufferedWriter(zipFs.getPath(""/newFile1.txt""))) {\n            for(String d:data) {\n                writer.write(d);\n                writer.newLine();\n            }\n        }\n    }\n\n    private static void writeToFileInZip2(FileSystem zipFs, String[] data) throws IOException {\n        Files.write(zipFs.getPath(""/newFile2.txt""), Arrays.asList(data),\n                Charset.defaultCharset(), StandardOpenOption.CREATE);\n    }","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Demo: Copying and Writing Files to Zip File System","0:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=12&mode=live&start=2.912754&noteid=3737c7cc-206c-40c9-a26e-c01128c6e6ef"
"IMPORTANT:\nLook up the Java pages for Path, Paths, URI, File, Files, FileSystem, and FileSystems,StandardOpenOption, StandardCopyOption because there's a lot going on outside of this module.","Java Fundamentals: The Core Platform","Input and Output with Streams and Files","Summary","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m2&clip=13&mode=live&start=0.773026&noteid=395b2d18-0479-495c-b935-e59d40a0a670"
"More Powerful Solutions to Creating String Representations:\n- there exists the need for more powerful string creation\n  - concatenating strings is often not enough\n    - very focused on creation details; you basically kind of have to do every step to put things together.\n    - numeric conversions can be awkward\n  - StringBuilder has the same issues\n\n- Options for more powerful string creation\n  - StringJoiner\n    - simplifies joining a sequence of values\n  - String formatting\n    - use of format specifiers to specify desired appearance without dealing with creation details","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","More Powerful Solutions to Creating String Representations","0:05","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=1&mode=live&start=5.454139&noteid=29d6534f-0da1-499c-98bd-8ec9df6c43eb"
"StringJoiner:\n- StringJoiner has a very specific purpose:\n  - simpligy composing a string that is comprised of a sequence of values\n- How it works:\n  - Construct the StringJoiner\n    - specify string to separate your individual values\n    - optionally specify start/end strings\n  - Add values\n  - Retrieve the resulting string","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Joining Sequences of Values with StringJoiner","0:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=2&mode=live&start=2.249039&noteid=e29d34a3-64aa-4755-8571-daa61ba4b121"
"StringJoiner with Separator:\n\nStringJoiner sj = new StringJoiner("", "");\nsj.add(""alpha"");\nsj.add(""theta"");\nsj.add(""gamma"");\nString theResult = sj.toString();\n//theResult = ""alpha, theta, gamma""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Joining Sequences of Values with StringJoiner","1:03","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=2&mode=live&start=63.106644&noteid=9753ee47-7c9d-41da-8961-8b898813d9ca"
"StringJoiner Chaining Method Calls:\n\nStringJoiner sj = new StringJoiner("", "");\n\nsj.add(""alpha"").add(""theta"").add(""gamma"");\n\nString theResult = sj.toString();\n\n//theResult = ""alpha, theta, gamma""\n\nNote: \nBecause add() returns a reference to the StringJoiner, you can just chain the additions (or other relevant methods) as shown above, and the reslt will be identical to adding them all separately.\n","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Joining Sequences of Values with StringJoiner","1:04","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=2&mode=live&start=64.95693&noteid=dc1b3a5a-59e9-4ca8-b862-4fe8156bf5e4"
"StringJoiner with Start and End Values:\n\nFormat: new StringJoiner(separator, start_value, end_value)\n\nExample:\n\nStringJoiner sj = \nnew StringJoiner( "", "" ,  ""{"" ,  ""}"" );\n\nsj.add(""alpha"");\nsj.add(""theta"");\nsj.add(""gamma"");\nString theResult = sj.toString();\n\n//theResult= ""{alpha, theta, gamma}""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Joining Sequences of Values with StringJoiner","1:42","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=2&mode=live&start=102.734067&noteid=bb7ad6d0-906c-48c0-9ecc-f32da7ccac7f"
"StringJoiner with More Involved Separator:\n\nStringJoiner sj = \nnew StringJoiner(""], ["", ""["", ""]"");\nsj.add(""alpha"");\nsj.add(""theta"");\nsj.add(""gamma"");\nString theResult = sj.toString();\n\n//theResult = \n""[alpha], [theta], [gamma]""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Joining Sequences of Values with StringJoiner","2:17","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=2&mode=live&start=137.381787&noteid=695dcabd-e8b1-4ede-890f-1a6f803a2290"
"StringJoiner Edge Case Handling:\n\n- Edge Case 1: toString when only 1 value added\n  - when constructed with separator only\n    - returns only the added value\n  - when constructed with start/end strings\n    - returns string with that single value enclosed in the starting and ending strings\n  - Examples:\n\nHandling One Added Value Examples:\n\nStringJoiner sj1 = \nnew StringJoiner("", "");\nsj1.add(""alpha"");\nString theResult1 = sj1.toString();\n//theResult1 = ""alpha""\n\nStringJoiner sj2 = \nnew StringJoiner("", "", ""{"", ""}"");\nsj2.add(""alpha"");\nString theResult2 = sj2.toString();\n//theResult2 = ""{alpha}""\n\n- Edge Case 2: toString when no values added:\n  - when constructed with separator only\n    - returns empty string\n  - when constructed with start/end strings\n    - returns string with start/end only\n  - Can Customize Empty Handling:\n      - Can specify a special string for empty case\n        - specified with setEmptyValue method\n        - Note: a StringJoiner is considered empty only if the add method has NEVER been called.\n\n  - Examples:\n\nHandling No Added Values Examples:\n\nStringJoiner sj1 = \nnew StringJoiner("", "");\nString theResult1 = sj1.toString();\n//theResult2 = """" (empty string)\n\nStringJoiner sj2 = \nnew StringJoiner("", "", ""{"", ""}"");\nString theResult2 = sj2.toString();\n//theResult2 = ""{}""\n    \nCustomizing Empty Handling Examples:\n\nStringJoiner sj1 = \nnew StringJoiner("", "");\nsj1.setEmptyValue(""EMPTY"");\nString theResult1 = sj1.toString();\n//theResult1 = ""EMPTY""\n\nStringJoiner sj2 = \nnew StringJoiner("", "", ""{"", ""}"");\nsj2. setEmptyValue(""EMPTY"");\nString theResult2 = sj2.toString();\n//theResult2 = ""EMPTY""\n\nCustom Empty Handling Examples (shows that empty case means that add was NEVER called):\n\nStringJoiner sj1 = new StringJoiner("", "");\nsj1.setEmptyValue(""EMPTY"");\nsj1.add("""");\nString theResult1 = sj1.toString();\n//theResult1 = """" (empty string)\n\nStringJoiner sj2 = \nnew StringJoiner("", "", ""{"", ""}"");\nsj2. setEmptyValue(""EMPTY"");\nsj2.add("""");\nString theResult2 = sj2.toString();\n//theResult2 = ""{}""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","StringJoiner Edge Case Handling","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=3&mode=live&start=0.578382&noteid=20dfea97-bc82-4c88-9129-f56089f7c837"
"Constructing Strings with Format Specifiers:\n- Format Specifiers:\n  - Focus is on describing the desired result\n    - not concerned with the how\n  - format specifiers give us a lot of control over how things appear such as:\n    - positioning\n    - decimal places\n    - representation\n  - There are a number of different methods that support format specifiers:\n    - String.format\n    - System.out.printf\n    - Formatter.format\n","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Constructing String with Format Specifiers","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=4&mode=live&start=0.615654&noteid=cecef2ed-cfa5-48ec-9dd6-646ea2611f64"
"Concatenation vs. Formatting Example 1:\n\nint david = 13, dawson = 11, dillon = 4, gordon = 2;\n\n- Concatenation\nString s1 =\n""My nephews are "" + david + "", "" + dawson\n+ "", "" + dillon + "", and "" + gordon + "" years old"";\n\n- Formatting\nString s2 = String.format(\n""My nephews are %d, %d, %d, and %d years old"",\ndavid, dawson, dillon, gordon);\n\ns1 = s2 = ""My nephews are 13, 11, 4, and 2 years old""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Constructing String with Format Specifiers","1:10","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=4&mode=live&start=70.372738&noteid=2386ad4c-79ae-48e7-a69a-072f4b8f61f7"
"Concatenation vs. Formatting Example 2:\n\nint david = 13, dawson = 11, dillon = 4, gordon = 2;\ndouble avgDiff = ((david - dawson) +\n(dawson - dillon) + (dillon - gordon)) / 3.0d;\n\n- Concatenation\nString s3 =\n""The average age between each is "" + avgDiff + "" years"";\n\ns3 = ""The average age between each is 3.6666666666666665 years""\n\n- Formatting\nString s4 = String.format(\n""The average age between each is %.1f years"", avgDiff);\n\ns4 = ""The average age between each is 3.7 years""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Constructing String with Format Specifiers","3:56","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=4&mode=live&start=236.757868&noteid=8e4cb34f-1d4b-4424-9b5a-46650cb5d88d"
"Parts of a Format Specifier:\n%[argument index][flags][width][precision]conversion\n\n- % - must start with this\n- argument index - identifies how we want to associate format specifiers with the individual values\n- flags - allow us to specify further rules\n- width - identifies the minimum characters to display (space-padded, right-justified by default)\n- precision - identifies the number of decimal places we want to ddisplay\n- conversion - type of conversion you want to apply (integer, character, etc)\n","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Constructing String with Format Specifiers","5:38","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=4&mode=live&start=338.740203&noteid=dc6926de-09b5-4b26-98dd-beb23c5790fc"
"Common Format Conversions:\n\n- %d\n  - Meaning: decimal\n  - Type: Integral (int, Integer, short)\n  - Example value: 32\n  - Result: 32\n- %o\n  - Meaning: octal\n  - Type: Integral (int, Integer, short)\n  - Example value: 32\n  - Result: 40\n- %x / %X\n  - Meaning: hex\n  - Type: Integral (int, Integer, short)\n  - Example value: 32\n  - Result: 20\n- %f\n  - Meaning: decimal\n  - Type: floating point (float, double)\n  - Example value: 123.0\n  - Result: 123.000000\n- %e / %E\n  - Meaning: scientific notation\n  - Type: floating point (float, double)\n  - Example value: 123.0\n  - Result: 123.0000e+02\n- %c\n  - Meaning: character\n- %s\n  - Meaning: string\n  - Type: general\n  - Example value: ""Hello""\n  - Result: Hello\n  - Note: you can also pass into this format conversion object instances that are not strings.\n    - if the class for the object instance you passed in implements the Formattable interface, the formattable.Format method will be called, and whatever value that returns will appear in the resulting string.\n    - If the class for the object instance you passed in does NOT implement the Formattable interface, the toString() method will be called on the object instance, and whatever value that returns will appear in the resulting string.\n\nNote: check the Java site for all the possible format conversions, such as date/time/etc\n\n","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Common Format Conversions","0:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=5&mode=live&start=2.431655&noteid=69056b32-5e12-4e2f-9b4b-d9144e03a3f7"
"Format Flags:\n- allow us to enable specific formatting behaviors","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Format Flags","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=6&mode=live&start=0.704568&noteid=585b1f0d-b181-4490-bb7a-d064d80a12c1"
"\n- #\n - Meaning: include radix (we want to display something that indicates the base of the number being displayed)\n - Example:\nWithout Format Flag #: \n\nString s1 = String.format(“%d”, 32);     \n//s1 = 32\n\nString s2 = String.format(“%o”, 32); \n//s2 = 40\n\nString s3 = String.format(“%x”, 32); \n//s3 = 20\n\nWith Format Flag #:\n\nString s4 = String.format(“%#o”, 32); \n//s4 = 040\n\nString s5 = String.format(“%#x”, 32); \n//s5 = 0x20\n\nString s6 = String.format(“%#X”, 32); \n//s6 = 0X20","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Format Flags","3:33","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=6&mode=live&start=213.678354&noteid=c6da395c-10d3-496f-832c-e6681b5aee61"
"- 0\n - Meaning: zero-padding\n - Comes into effect when we specify the width of a value we'd like to display.\n- -\n - Meaning: Left justify\n - Comes into effect when we specify the width of a value we'd like to display.\n- Examples ( 0 and -):\n\nWithout Formatting:\n\ns1 = String.format(""W:%d X:%d"", 5, 235);\ns2 = String.format(""Y:%d Z:%d"", 481, 12);\n \nW:5 X:235\nY:481  Z:12\n\nWith Width of 4:\n\ns3 = String.format(""W:%4d X:%4d"", 5, 235);\ns4 = String.format(""Y:%4d Z:%4d"", 481, 12);\n \nW:   5 X: 235\nY: 481 Z:    12\n\nWith Width of 4 and Zero Padding:\n\ns5 = String.format(""W:%04d X:%04d"", 5, 235); \ns6 = String.format(""Y:%04d Z:%04d"", 481, 12); \n\nW:0005 X:0235\nY: 0481  Z:0012\n\nWith Width of 4 and Left Justification (values directly against the colon):\n\ns7 = String.format(""W:%-4d X:%-4d"", 5, 235); \ns8 = String.format(""Y:%-4d Z:%-4d"", 481, 12); \n\nW:5   X:235\nY:481 Z:12","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Format Flags","3:33","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=6&mode=live&start=213.678354&noteid=a5d22ac2-4d63-4e14-936d-78b7853ea07b"
"  - , (comma)\n    - Meaning: include grouping separator (for when we have numbers)\n    - Example:\n\ns1 = String.format(""%d"", 1234567); \n//s1 = 1234567\n\ns2 = String.format(""%,d"", 1234567); \n//s2 = 1,234,567\n\ns3 = String.format(“%,.2f"", 1234567.0); \n//s3 = 1,234,567.00","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Format Flags","3:37","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=6&mode=live&start=217.695176&noteid=bbd2be18-223a-4754-bad2-a9f3ca59d8a9"
"  - SPACE\n    - Meaning: when I write out a positive number, leave space for where the sign would be (+)\n  - +\n    - Meaning: always show the sign (positive: +, negative: -)\n  - (\n    - Meaning: enclose negative values in parentheses\n  - Examples:\n\nWithout format flags:\n\ns1 = String.format(""%d"", 123);\ns2 = String.format(""%d"", -456);\n\n123\n-456\n\nWith SPACE flag:\n\ns3 = String.format(""% d"", 123);\ns4 = String.format(""% d"", -456);\n\n  123\n-456\n\nWith + flag:\n\ns5 = String.format(""%+d"", 123);\ns6 = String.format(""%+d"", -456);\n\n+123\n-456\n\nWith ( flag:\n\ns7 = String.format(""%(d"", 123);\ns8 = String.format(""%(d"", -456);\ns9 = String.format(""% (d"", 123);\n\n123\n(456)\n  123","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Format Flags","4:24","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=6&mode=live&start=264.626737&noteid=ca8f3f50-3673-48ca-868f-74eae0359fde"
"Argument Index:\n- allows you to identify which argument value you want a particular format specifier to be associated with.\n\n- Types:\n\n- Not Specified\n  - Meaning: Corresponds sequentially to argument (first with first, second with second, etc)\n\n- $index_value\n  - Meaning: index of argument to use\n\n- <\n  - Meaning: corresponds to same argument as previous format specifier\n\n- Examples:\n\nNo argument Index:\n\ns1 = String.format(""%d %d %d"", 100, 200, 300);\n//s1 = ""100 200 300""\n\nUsing $index_value:\n\ns2 = String.format(""%$3d %$1d %$2d"", 100, 200, 300);\n//s2 = ""300 100 200""\n\n  - first specifier got 3rd argument, second specifier got 1st argument, and third specifier got 2nd argument\n\nUsing < :\n\ns3 = String.format(“%$2d %<04d %$1d"", 100, 200, 300);\n//s3 = ""200 0200 100""\n\n  - <  for second specifier meant that it used the same argument as the first specifier, so in this case, the first used 200, so the second also used 200\n  - < symbol is useful when you have a single value that you want to write out multiple times generally with different formats","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Argument Index","0:01","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=7&mode=live&start=1.802817&noteid=127c683a-335a-43ce-b18c-252f1b192202"
"Writing Formatted Content to a Stream:\n- Formatter class\n  - provides formatting capabilities\n  - writes content to any type that implements the Appendable interface\n(ex.StringBuilder, Writer)\n\n\n- Writer\n  - implements the Appendable interface\n  - therefore, we can use the Formatter class to write formatted content directly out to any class that it inherits from the writer class","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Writing Formatted Content to a Stream","0:01","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=8&mode=live&start=1.711961&noteid=6de2fc8a-8615-481f-b6b3-054aaad3af71"
"Writing Formatted Content to a Stream:\n\nvoid doWrite(int david, int dawson, int dillon,\nint gordon, double avgDiff) throws IOException {\n\nBufferedWriter writer =\nFiles.newBufferedWriter(Paths.get(""myFile.txt""));\n\ntry(Formatter f = new Formatter(writer)) {\n\nf.format(""My nephews are %d, %d, %d, and %d years old"",\ndavid, dawson, dillon, gordon);\n\nf.format(""The average age between each is %.1f years"",\navgDiff);\n\n}\n}\n\nNote: \n - BufferedWriter doesn't have to be in try-with-resources because the formatter automatically closes whatever it's wrapping as long as that class (in this case BufferedWriter) implements the Closeable interface\n\n- by creating a Formatter OVER the BufferedWriter, anything I write out to the Formatter class will go out to the BufferedWriter stream (both f.format statements get written out to the stream)\n\n- works with any writer stream","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Writing Formatted Content to a Stream","0:57","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=8&mode=live&start=57.895108&noteid=5e2e5899-485e-4317-9b4f-f4d97a931ee3"
"For More on Formatting:\n\n- Java Formatter documentation:\n  - Detailed format specifier information\n\n- Java 8 has date/time formatting:\n  - check Pluralsight ""What's New in Java 8""","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Writing Formatted Content to a Stream","2:53","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=8&mode=live&start=173.584807&noteid=5618d4a6-2e1c-409a-996a-152e87565727"
"String Matching with Regular Expressions:\n\n- Regular Expressions:\n  - a powerful pattern matching syntax\n  - provide a way for us to fid/exclude groups of characters\n  \n- Java support for regular expressions\n  - methods on the String class\n  - dedicated classes for working with regular expressions","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","String Matching with Regular Expressions","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=9&mode=live&start=0.506845&noteid=e86e3841-2a6d-4791-9fbe-18349c22da45"
"String Class Support for Regular Expressions:\n\n- replaceFirst,replaceAll methods\n  - returns a new updated string based on an existing string\n  - we give it a pattern, and that pattern identifies what parts of the string you want to change\n\n- split method\n  - splits a string into an array of strings\n  - we identify how we want to split the string up using a regular expression\n\n- match method\n  - identifies if a string matches a particular pattern","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","String Class Support for Regular Expressions","0:05","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=10&mode=live&start=5.43565&noteid=8af0ca3b-5aeb-45a4-bf29-221b31394ae3"
"Using the replaceAll method:\n\nString s1 = ""apple, apple and orange please"";\n\nString s2 = s1.replaceAll(""ple"", ""ricot"");\n//s2 = apricot, apricot and orange ricotase\n\nString s3 = s1.replaceAll(""ple\b"", ""ricot"");\n//s3 = apricot, apricot and orange please\n","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","String Class Support for Regular Expressions","0:47","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=10&mode=live&start=47.504556&noteid=2c77ca4b-5972-4c2e-8ffc-b4ec7dac09b9"
"Using the split and match methods:\n\nString s1 = ""apple, apple and orange please"";\n\nString[] parts = s1.split(""\b"");\n\nfor(String thePart:parts){\nif(thePart.matches(""\w+"")){\nSystem.out.println(thePart);\n}\n}\n\nPrintout:\napple\napple\nand\norange\nplease\n\nNote: \n- ""\b"" refers to the word break character, i.e. right after each word ends and right before each word (except the first if there's no space before it) begins\n- ""\w+"" refers to one or more occurrence of a word character","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","String Class Support for Regular Expressions","2:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=10&mode=live&start=122.483254&noteid=388ae3b4-6dcd-491b-96a4-2d9767977be7"
"Dedicated Regular Expression Classes:\n\nRegular expression considerations:\n- compilation is processing intensive\n- string methods repeat compilation on every use\n- It would be nice if we could leverage that compilation work that we've done once over and over again\n\nPattern class:\n- compiles a regular expression\n- creates an instance of a Matcher class based on that pattern\n\nMatcher class:\n- applies the compiled expression to a particular string","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Dedicated Regular Expression Classes","0:01","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=11&mode=live&start=1.486082&noteid=5d2b3bba-a53a-4567-914e-899dcdc010aa"
"Using Pattern and Matcher Classes:\n\nString value1 = ""apple, apple and orange please"";\nPattern pattern = Pattern.compile(""\w+"");\nMatcher matcher = pattern.matcher(value1);\nwhile(matcher.find())\nSystem.out.println(matcher.group());\n\nResult:\napple\napple\nand\norange\nplease","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Dedicated Regular Expression Classes","1:10","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=11&mode=live&start=70.973222&noteid=a79cca9b-8cbb-4cba-aa72-214d645441f7"
"Java provides the java.util.regex package for pattern matching with regular expressions. Java regular expressions are very similar to the Perl programming language and very easy to learn.\n\nA regular expression is a special sequence of characters that helps you match or find other strings or sets of strings, using a specialized syntax held in a pattern. They can be used to search, edit, or manipulate text and data.\n\nThe java.util.regex package primarily consists of the following three classes −\n\nPattern Class − A Pattern object is a compiled representation of a regular expression. The Pattern class provides no public constructors. To create a pattern, you must first invoke one of its public static compile() methods, which will then return a Pattern object. These methods accept a regular expression as the first argument.\n\nMatcher Class − A Matcher object is the engine that interprets the pattern and performs match operations against an input string. Like the Pattern class, Matcher defines no public constructors. You obtain a Matcher object by invoking the matcher() method on a Pattern object.\n\nPatternSyntaxException − A PatternSyntaxException object is an unchecked exception that indicates a syntax error in a regular expression pattern.\n\nCapturing Groups\nCapturing groups are a way to treat multiple characters as a single unit. They are created by placing the characters to be grouped inside a set of parentheses. For example, the regular expression (dog) creates a single group containing the letters ""d"", ""o"", and ""g"".\n\nCapturing groups are numbered by counting their opening parentheses from the left to the right. In the expression ((A)(B(C))), for example, there are four such groups −\n\n((A)(B(C)))\n(A)\n(B(C))\n(C)\nTo find out how many groups are present in the expression, call the groupCount method on a matcher object. The groupCount method returns an int showing the number of capturing groups present in the matcher's pattern.\n\nThere is also a special group, group 0, which always represents the entire expression. This group is not included in the total reported by groupCount.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:08","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=8.725838&noteid=de86d02a-c62d-49f2-96cf-66d264934b99"
"Example\n\nFollowing example illustrates how to find a digit string from the given alphanumeric string −\n\nimport java.util.regex.Matcher;\nimport java.util.regex.Pattern;\n\npublic class RegexMatches {\n\n   public static void main( String args[] ) {\n      // String to be scanned to find the pattern.\n      String line = ""This order was placed for QT3000! OK?"";\n      String pattern = ""(.*)(\d+)(.*)"";\n\n      // Create a Pattern object\n      Pattern r = Pattern.compile(pattern);\n\n      // Now create matcher object.\n      Matcher m = r.matcher(line);\n      if (m.find( )) {\n         System.out.println(""Found value: "" + m.group(0) );\n         System.out.println(""Found value: "" + m.group(1) );\n         System.out.println(""Found value: "" + m.group(2) );\n      }else {\n         System.out.println(""NO MATCH"");\n      }\n   }\n}\nThis will produce the following result −\n\nOutput\n\nFound value: This order was placed for QT3000! OK?\nFound value: This order was placed for QT300\nFound value: 0","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:10","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=10.098547&noteid=460c42da-a406-402f-9867-324e5c2e27c9"
"Regular Expression Syntax\nHere is the table listing down all the regular expression metacharacter syntax available in Java −\n- ^ : Matches the beginning of the line.\n- $\tMatches the end of the line.\n-  .\tMatches any single character except newline. Using m option allows it to match the newline as well.\n- [...]\tMatches any single character in brackets.\n- [^...]\tMatches any single character not in brackets.\n- \A\tBeginning of the entire string.\n- \z\tEnd of the entire string.\n- \Z\tEnd of the entire string except allowable final line terminator.\n- re*\tMatches 0 or more occurrences of the preceding expression.\n- re+\tMatches 1 or more of the previous thing.\n- re?\tMatches 0 or 1 occurrence of the preceding expression.\n- re{ n}\tMatches exactly n number of occurrences of the preceding expression.\n- re{ n,}\tMatches n or more occurrences of the preceding expression.\n- re{ n, m}\tMatches at least n and at most m occurrences of the preceding expression.\n- a| b\tMatches either a or b.\n- (re)\tGroups regular expressions and remembers the matched text.\n- (?: re)\tGroups regular expressions without remembering the matched text.\n- (?> re)\tMatches the independent pattern without backtracking.\n- \w\tMatches the word characters.\nA word character: [a-zA-Z_0-9]\n- \W\tMatches the nonword characters.\n- \s\tMatches the whitespace. Equivalent to [\t\n\r\f].\n- \S\tMatches the nonwhitespace.\n- \d\tMatches the digits. Equivalent to [0-9].\n- \D\tMatches the nondigits.\n- \A\tMatches the beginning of the string.\n- \Z\tMatches the end of the string. If a newline exists, it matches just before newline.\n- \z\tMatches the end of the string.\n- \G\tMatches the point where the last match finished.\n- \n\tBack-reference to capture group number ""n"".\n- \b\tMatches the word boundaries when outside the brackets. Matches the backspace (0x08) when inside the brackets.\n- \B\tMatches the nonword boundaries.\n- \n, \t, etc.\tMatches newlines, carriage returns, tabs, etc.\n- \Q\tEscape (quote) all characters up to \E.\n- \E\tEnds quoting begun with \Q.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:14","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=14.571083&noteid=697e9438-d9e5-4bb7-ad77-99488a2ebc0c"
